Year,Month,Day,Period,61906_SolarPhotovoltaic_PHOEB,60044_SolarPhotovoltaic_BKTH1,61368_SolarPhotovoltaic_PV1,60123_SolarPhotovoltaic_CGAP,59994_SolarPhotovoltaic_ROSEK,60581_SolarPhotovoltaic_UCTX,60436_SolarPhotovoltaic_1,59206_SolarPhotovoltaic_OCIA6,59205_SolarPhotovoltaic_OCIA5,59207_SolarPhotovoltaic_OCIA7,62448_SolarPhotovoltaic_LAP,62415_SolarPhotovoltaic_WOTP1,60372_SolarPhotovoltaic_LSPV1,58537_SolarPhotovoltaic_1,58717_SolarPhotovoltaic_1,57699_SolarPhotovoltaic_AES1,57197_SolarPhotovoltaic_1,63027_SolarPhotovoltaic_20,61871_SolarPhotovoltaic_GEN1,61532_SolarPhotovoltaic_GEN1,61524_SolarPhotovoltaic_GEN1,61810_SolarPhotovoltaic_GEN1,58068_SolarPhotovoltaic_1,58027_SolarPhotovoltaic_1,63180_SolarPhotovoltaic_TXWHT,60789_SolarPhotovoltaic_UNIT1,61875_SolarPhotovoltaic_GEN1,61868_SolarPhotovoltaic_GEN1,61867_SolarPhotovoltaic_GEN1,61697_SolarPhotovoltaic_IVORY,60989_SolarPhotovoltaic_PV1,60682_SolarPhotovoltaic_PEARL,58710_SolarPhotovoltaic_BRLA,58488_SolarPhotovoltaic_1,61874_SolarPhotovoltaic_GEN1,60774_SolarPhotovoltaic_GEN1
2018,7,10,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.12379166666665,0.0,10.82899125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.455000000000001,4.603125000000001,0.0,1.4029812499999998,0.0,0.0,0.0,10.0,0.0,0.0
2018,7,10,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.3935,0.0,14.100075000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.221312500000002,4.042968749999999,0.0,1.385175,0.0,0.0,0.0,10.0,0.0,0.0
2018,7,10,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.150875,0.0,3.0438787500000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1454999999999975,3.5484375,0.0,1.18141875,0.0,0.0,0.0,9.476333333333336,0.0,0.0
2018,7,10,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.7456666666667,0.0,7.517812499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.387875,4.27421875,0.0,0.9309500000000002,0.0,0.0,0.0,7.097041666666667,0.0,0.0
2018,7,10,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.595000000000006,0.0,11.04951375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.186218749999999,6.141406249999998,0.0,0.11475000000000002,0.0,0.0,0.0,6.978083333333334,0.0,0.0
2018,7,10,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8918750000000015,0.0,8.17938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5340000000000025,1.99453125,0.0,0.05146875000000002,0.0,0.0,0.0,6.4417500000000025,0.0,0.0
2018,7,10,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8705,0.0,6.2949150000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010187500000002,2.0671875,0.0,0.11002500000000004,0.0,0.0,0.0,1.450125,0.0,0.0
2018,7,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.453375000000005,0.0,7.791795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16084375,1.24375,0.0,0.17904375000000006,0.0,0.0,0.0,0.16087500000000002,0.0,0.0
2018,7,11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.200874999999999,0.0,0.35083125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1096875,0.05234375,0.0,0.033918750000000004,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05175000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03965625,0.13359374999999998,0.0,0.00033750000000000007,0.0,0.0,0.0,0.0,0.0,0.0
2018,7,11,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1126250000000002,0.0,2.04150375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94484375,2.2046875,0.0,0.007256250000000001,0.0,0.0,0.0,0.012375000000000002,0.0,0.0
2018,7,11,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9086250000000025,0.0,7.50778875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0760000000000005,4.86875,0.0,0.04505625000000001,0.0,0.0,0.0,0.522,0.0,0.0
2018,7,11,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.270750000000003,0.0,16.75636875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6031875000000015,6.046093750000002,0.0,0.1582875,0.0,0.0,0.0,3.0678750000000004,0.0,0.0
2018,7,11,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.88700000000001,0.0,29.455469999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.222499999999998,3.3101562500000004,0.0,0.32535000000000003,0.0,0.0,0.0,3.24,0.0,0.0
2018,7,11,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.20600000000005,0.0,29.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4696875,3.8171875000000006,0.0,0.8883,0.0,0.0,0.0,6.948833333333334,0.0,0.0
2018,7,11,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.90075,0.0,29.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.497062500000001,3.84921875,0.0,1.3297875,0.0,0.0,0.0,8.42875,0.0,0.0
2018,7,11,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.08091666666667,0.0,29.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,5.36875,0.0,1.3309625,0.0,0.0,0.0,10.0,0.0,0.0
2018,7,11,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.11900000000003,0.0,29.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,6.337500000000001,0.0,1.10295,0.0,0.0,0.0,4.470166666666667,0.0,0.0
2018,7,11,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.4335,0.0,29.699999999999992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.491593750000002,6.007031250000002,0.0,0.25717500000000004,0.0,0.0,0.0,0.919125,0.0,0.0
2018,7,11,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.70700000000001,0.0,29.249302500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.293375,6.515624999999999,0.0,0.6763499999999999,0.0,0.0,0.0,1.0080000000000002,0.0,0.0
2018,7,11,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.209,0.0,27.351472500000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.74746875,5.8109375000000005,0.0,0.92745,0.0,0.0,0.0,3.155625000000001,0.0,0.0
2018,7,11,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.21962500000004,0.0,22.59687375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.40590625,4.152343750000001,0.0,0.95360625,0.0,0.0,0.0,4.343625,0.0,0.0
